;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
57230;pelletier;1;x;111991;60587.0;7;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57244;wasa;1;x;111991;60601.0;7;3;12.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
57259;wasa;1;x;111991;60618.0;7;5;11.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
57269;pelletier;1;x;111991;60628.0;4;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57280;wasa;1;x;111991;60639.0;4;3;10.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
57291;wasa;1;x;111991;60651.0;4;5;7.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
57300;lu;1;x;111991;60660.0;1;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57314;wasa;1;x;111991;60674.0;1;3;12.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
57331;wasa;1;x;111991;60691.0;1;5;11.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
57336;pelletier;1;x;111991;60696.0;2;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57351;wasa;1;x;111991;60711.0;2;3;11.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
57362;wasa;1;x;111991;60722.0;2;5;8.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
57370;pelletier;1;x;111991;60730.0;3;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57388;wasa;1;x;111991;60748.0;3;3;15.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;15.0;15.0
57400;wasa;1;x;111991;60761.0;3;5;9.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
57405;pelletier;1;x;111991;60766.0;6;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57419;wasa;1;x;111991;60780.0;6;3;12.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;30.0;30.0
57436;wasa;1;x;111991;60797.0;6;5;9.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
57444;pelletier;1;x;111991;60805.0;5;1;4.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;46.0;46.0
57457;wasa;1;x;111991;60818.0;5;3;11.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;15.0;15.0
57472;wasa;1;x;111991;60834.0;5;5;10.0;1;2;92030;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
57498;x;3;x;111992;60860.0;5;5;6.0;1;1;7110;0.0;0.0;0.0;0.0;1.0;1.0;20.0;20.0
57522;x;1;x;111992;60884.0;2;5;4.0;1;1;7100;0.0;0.0;0.0;0.0;1.0;1.0;25.0;25.0
57539;x;1;x;111992;60901.0;6;3;7.0;1;1;7100;0.0;0.0;0.0;0.0;1.0;1.0;20.0;20.0
57589;x;3;x;111992;60951.0;1;3;9.0;1;1;7100;0.0;0.0;0.0;0.0;1.0;1.0;20.0;20.0
57639;x;3;x;111992;61001.0;3;5;6.0;1;1;7110;0.0;0.0;0.0;0.0;1.0;1.0;20.0;20.0
57647;x;3;x;111993;61009.0;6;1;3.0;1;1;7001;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
57657;x;3;x;111993;61019.0;6;3;8.0;1;1;7001;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
57666;x;3;x;111993;61028.0;3;1;3.0;1;1;7001;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
