;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
108938;andros;1;x;113241;115576.0;4;1;4.0;30;3;31110;0.0;1.0;0.0;0.0;0.0;2.0;30.0;30.0
108966;andros;1;x;113241;115604.0;1;1;4.0;30;3;31110;0.0;1.0;0.0;0.0;0.0;2.0;10.0;10.0
108990;andros;1;x;113241;115628.0;2;1;4.0;30;3;31110;0.0;1.0;0.0;0.0;0.0;2.0;30.0;30.0
109020;andros;1;x;113241;115658.0;3;1;4.0;30;3;31110;0.0;1.0;0.0;0.0;0.0;2.0;30.0;30.0
109045;andros;1;x;113241;115683.0;6;1;4.0;30;3;31110;0.0;1.0;0.0;0.0;0.0;2.0;30.0;30.0
109071;andros;1;x;113241;115709.0;5;1;4.0;30;3;31110;0.0;1.0;0.0;0.0;0.0;2.0;30.0;30.0
109097;x;1;x;113243;115735.0;7;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109119;x;1;x;113243;115757.0;4;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109148;x;1;x;113243;115786.0;1;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109172;x;1;x;113243;115810.0;2;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109198;x;1;x;113243;115836.0;3;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109221;x;1;x;113243;115859.0;6;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109247;x;1;x;113243;115885.0;5;1;;30;1;81052;0.0;0.0;0.0;0.0;1.0;4.0;5.0;5.0
109273;x;2;x;113251;116061.0;5;1;3.0;30;3;31024;0.0;0.0;0.0;0.0;1.0;2.0;30.0;30.0
109286;x;2;x;113251;116077.0;5;5;4.0;30;3;31024;0.0;0.0;0.0;0.0;1.0;2.0;30.0;30.0
109289;x;3;x;113251;116080.0;5;6;2.0;30;3;31008;0.0;0.0;0.0;0.0;1.0;4.0;8.0;8.0
109311;x;3;x;113251;116102.0;2;6;2.0;30;3;31008;0.0;0.0;0.0;0.0;1.0;4.0;8.0;8.0
