;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
109030;x;2;x;113241;115668.0;3;3;9.0;43;1;11164;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
109268;x;2;x;113243;115906.0;5;5;9.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;32.0;32.0
109279;x;2;x;113251;116067.0;5;3;4.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
109302;x;1;x;113251;116093.0;2;3;5.0;43;4;11013;0.0;0.0;0.0;0.0;1.0;2.0;14.0;14.0
109346;x;1;x;113251;116137.0;7;3;6.0;43;4;11013;0.0;0.0;0.0;0.0;1.0;2.0;7.0;7.0
109367;x;3;x;113251;116161.0;1;3;6.0;43;2;11014;0.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0
109369;x;2;x;113251;116163.0;1;3;8.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;16.0;16.0
109379;x;2;x;113251;116173.0;1;5;6.0;43;2;11080;0.0;0.0;0.0;0.0;1.0;4.0;1.6;1.6
109405;x;3;x;113251;116200.0;4;5;4.0;43;2;11080;0.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0
109407;x;2;x;113251;116202.0;4;5;6.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
109443;huile de nyons;2;x;113253;116240.0;6;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;16.0;16.0
109476;x;8;x;113253;116273.0;1;5;3.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;4.0;16.0;16.0
109530;x;8;x;113256;116329.0;3;3;4.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109544;x;8;x;113256;116344.0;3;5;3.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109565;x;8;x;113256;116365.0;7;5;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109580;x;8;x;113256;116380.0;4;3;5.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109609;x;8;x;113256;116409.0;5;5;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109622;x;8;x;113256;116422.0;6;3;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109641;x;8;x;113256;116441.0;2;3;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109666;x;8;x;113256;116466.0;1;3;4.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109677;x;8;x;113256;116477.0;1;5;4.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;16.0;16.0
109727;x;3;x;113258;116532.0;7;5;6.0;43;1;11164;0.0;0.0;0.0;0.0;1.0;4.0;15.0;15.0
109779;casino;1;x;113263;116590.0;4;3;4.0;43;5;11018;0.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0
109781;herbamare;1;x;113263;116592.0;4;3;6.0;43;3;11030;0.0;0.0;1.0;0.0;0.0;4.0;2.0;2.0
109782;ducros;1;x;113263;116593.0;4;3;7.0;43;3;11015;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0
109783;ducros;1;x;113263;116594.0;4;3;8.0;43;2;11080;0.0;0.0;0.0;0.0;1.0;4.0;1.6;1.6
109817;x;1;x;113263;116629.0;1;5;5.0;43;5;11018;0.0;0.0;0.0;0.0;1.0;4.0;4.0;4.0
109830;x;3;x;113263;116642.0;5;3;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;6.0;6.0
109852;x;2;x;113263;116664.0;6;3;3.0;43;1;11113;0.0;0.0;0.0;0.0;1.0;1.0;15.0;15.0
109863;x;2;x;113263;116675.0;6;5;4.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;16.0;16.0
109881;x;2;x;113263;116693.0;7;3;3.0;43;1;11113;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
109882;florenti;1;x;113263;116694.0;7;3;4.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;2.0;5.0;5.0
109896;x;2;x;113263;116708.0;7;5;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;16.0;16.0
109927;x;3;x;113263;116739.0;3;5;7.0;43;3;11005;0.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0
109980;maggi;1;x;113264;116792.0;3;5;7.0;43;5;11001;0.0;0.0;0.0;0.0;1.0;4.0;2.5;2.5
109998;x;2;x;113264;116810.0;7;3;11.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
109999;x;2;x;113264;116811.0;7;3;12.0;43;1;11106;0.0;0.0;0.0;0.0;1.0;1.0;15.0;15.0
110023;x;1;x;113264;116838.0;4;5;6.0;43;5;11001;0.0;0.0;0.0;0.0;1.0;4.0;2.5;2.5
110053;x;2;x;113264;116868.0;6;3;8.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
110090;maggi;1;x;113264;116905.0;2;5;2.0;43;5;11001;0.0;0.0;0.0;0.0;1.0;4.0;2.5;2.5
110094;x;1;x;113264;116909.0;2;5;6.0;43;1;11054;0.0;0.0;0.0;0.0;1.0;1.0;15.0;15.0
110342;x;2;x;113274;117159.0;4;3;4.0;43;1;11159;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
110349;x;1;x;113274;117166.0;4;3;;43;1;81061;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
110418;lesieur;1;x;113277;117235.0;6;3;5.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
110425;x;2;x;113277;117242.0;6;3;12.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
110464;x;2;x;113277;117281.0;7;3;7.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
110472;x;2;x;113277;117289.0;7;5;6.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;15.0;15.0
110487;x;1;x;113277;117304.0;1;3;9.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;16.0;16.0
110510;lesieur;2;x;113277;117327.0;2;5;5.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;32.0;32.0
110551;x;8;x;113277;117368.0;4;3;7.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;;15.0;15.0
110552;x;1;x;113277;117369.0;4;3;8.0;43;4;13033;0.0;0.0;0.0;0.0;1.0;;8.0;6.0
110553;x;3;x;113277;117370.0;4;3;9.0;43;2;11014;0.0;0.0;0.0;0.0;1.0;;1.25;1.25
110554;x;3;x;113277;117371.0;4;3;10.0;43;5;11000;0.0;0.0;0.0;0.0;1.0;;1.25;1.25
110573;x;2;x;113278;117392.0;3;3;7.0;43;1;92507;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
110627;x;2;x;113278;117446.0;5;5;3.0;43;1;92507;0.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0
110670;x;8;x;113278;117489.0;1;3;6.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;32.0;32.0
110686;x;3;x;113280;117505.0;2;3;7.0;43;3;11017;0.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0
110687;x;3;x;113280;117506.0;2;3;8.0;43;3;11015;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0
110694;x;1;x;113280;117513.0;2;5;;43;1;81061;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
110709;x;2;x;113280;117528.0;6;3;7.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;48.0;48.0
110711;amora;1;x;113280;117532.0;6;5;2.0;43;4;11008;0.0;0.0;0.0;0.0;1.0;4.0;30.0;30.0
110728;x;2;x;113280;117549.0;3;3;9.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;48.0;48.0
110744;x;3;x;113280;117565.0;4;3;6.0;43;2;11014;0.0;0.0;0.0;0.0;1.0;;2.5;2.5
110746;champion;1;x;113280;117571.0;4;5;2.0;43;4;13032;0.0;0.0;0.0;0.0;1.0;2.0;20.0;15.0
110749;x;2;x;113280;117574.0;4;5;5.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;48.0;48.0
110780;x;1;x;113280;117605.0;1;5;3.0;43;1;11164;0.0;0.0;0.0;0.0;1.0;4.0;15.0;15.0
110793;x;2;x;113280;117618.0;7;3;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;48.0;48.0
110809;x;3;x;113282;117634.0;4;3;3.0;43;1;11164;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
110815;amora;1;x;113282;117641.0;4;5;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
110831;x;3;x;113282;117658.0;1;3;7.0;43;5;11000;0.0;0.0;0.0;0.0;1.0;1.0;2.5;2.5
110834;x;1;x;113282;117661.0;1;3;;43;1;81061;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
110859;x;3;x;113282;117687.0;5;5;4.0;43;1;11158;0.0;0.0;0.0;0.0;1.0;1.0;90.0;90.0
110892;amora;1;x;113282;117722.0;7;3;3.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;48.0;48.0
110916;amora;1;x;113282;117746.0;3;5;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
110931;amora;1;x;113282;117763.0;2;3;5.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
110934;amora;1;x;113282;117766.0;2;5;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
110973;leader price;1;x;113296;117807.0;7;3;3.0;43;2;11003;0.0;0.0;0.0;0.0;1.0;2.0;30.0;30.0
110992;leader price;1;x;113296;117826.0;1;3;3.0;43;2;11003;0.0;0.0;0.0;0.0;1.0;2.0;15.0;15.0
111010;x;2;x;113296;117844.0;2;3;4.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
111022;amora;1;x;113296;117858.0;2;5;4.0;43;4;11013;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
111024;amora;1;x;113296;117860.0;2;5;6.0;43;5;11018;0.0;0.0;0.0;0.0;1.0;4.0;12.0;12.0
111040;amora;1;x;113296;117877.0;5;5;3.0;43;4;11013;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
111041;amora;1;x;113296;117878.0;5;5;4.0;43;5;11018;0.0;0.0;0.0;0.0;1.0;4.0;12.0;12.0
111045;x;1;x;113296;117882.0;5;5;;43;1;81061;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
111091;puget;2;x;113297;117931.0;7;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111094;x;1;x;113297;117934.0;7;3;5.0;43;4;11013;0.0;0.0;0.0;0.0;1.0;2.0;7.0;7.0
111117;puget;2;x;113297;117957.0;4;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111142;puget;2;x;113297;117982.0;5;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111169;puget;2;x;113297;118009.0;6;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111188;puget;2;x;113297;118028.0;2;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111213;x;1;x;113297;118053.0;2;5;8.0;43;5;20068;0.0;0.0;0.0;0.0;1.0;4.0;7.0;7.0
111219;puget;2;x;113297;118059.0;1;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111225;x;1;x;113297;118065.0;1;3;8.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;4.0;30.0;30.0
111234;x;3;x;113297;118074.0;1;3;17.0;43;2;11038;0.0;0.0;0.0;0.0;1.0;;4.0;4.0
111343;x;3;x;113299;118187.0;3;3;12.0;43;3;11017;0.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0
111344;x;3;x;113299;118188.0;3;3;13.0;43;3;11015;0.0;0.0;0.0;0.0;1.0;4.0;1.0;1.0
111345;x;3;x;113299;118189.0;3;3;14.0;43;5;11000;0.0;0.0;0.0;0.0;1.0;;2.5;2.5
111401;leader price;1;x;113299;118245.0;4;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;4.0;16.0;16.0
111402;huilerie de lapalisse;1;x;113299;118246.0;4;3;3.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;16.0;16.0
111475;leader price;2;x;113299;118319.0;2;3;2.0;43;1;11108;0.0;0.0;0.0;0.0;1.0;1.0;24.0;24.0
111476;x;3;x;113299;118320.0;2;3;3.0;43;2;11014;0.0;0.0;0.0;0.0;1.0;1.0;15.0;15.0
111534;x;2;x;113301;118469.0;4;3;4.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
111562;leader price;1;x;113301;118499.0;1;5;3.0;43;1;11054;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
111581;mac donald's;1;x;113301;118518.0;5;4;5.0;43;1;11100;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
111641;x;2;x;113301;118578.0;3;3;3.0;43;1;11184;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
111665;leader price;1;x;113301;118605.0;2;3;6.0;43;4;11008;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
111687;x;1;x;113306;118627.0;7;3;3.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;12.0;12.0
111730;panzani;1;x;113306;118670.0;1;5;3.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;2.0;100.0;100.0
111766;candia babette;1;x;113306;118706.0;3;5;3.0;43;1;11113;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
111782;x;8;x;113306;118722.0;6;3;7.0;43;1;11159;0.0;0.0;0.0;0.0;1.0;;15.0;15.0
111797;auchan;1;x;113306;118737.0;5;3;3.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;2.0;80.0;80.0
111811;x;2;x;113311;118751.0;5;3;2.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;16.0;16.0
