;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
48528;match;1;x;111765;51264.0;7;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
48565;match;1;x;111765;51303.0;1;1;3.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;1.0;165.0;165.0
48594;aldi;1;x;111765;51333.0;3;1;2.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;4.0;40.0;40.0
48609;match;1;x;111765;51348.0;6;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
48631;match;1;x;111765;51370.0;5;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;1.0;165.0;165.0
48670;thiriet;1;x;111766;51410.0;2;1;3.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;3.0;45.0;45.0
48691;harry's;1;x;111766;51431.0;6;1;3.0;6;99;7740;0.0;0.0;1.0;0.0;0.0;4.0;60.0;60.0
48709;harry's;1;x;111766;51449.0;7;1;3.0;6;99;7740;0.0;0.0;1.0;0.0;0.0;4.0;60.0;60.0
48750;thiriet;1;x;111766;51490.0;4;1;4.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;3.0;120.0;120.0
49839;x;3;x;111796;52608.0;3;1;2.0;6;99;7741;0.0;0.0;0.0;0.0;1.0;1.0;35.0;35.0
49952;brioche pasquier;1;x;111799;52721.0;3;4;1.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
50000;x;3;x;111801;52769.0;6;1;1.0;6;99;7615;0.0;0.0;0.0;0.0;1.0;1.0;55.0;55.0
50288;x;3;x;111821;53218.0;2;4;4.0;6;99;7650;0.0;0.0;0.0;0.0;1.0;1.0;140.0;140.0
50380;thiriet;1;x;111824;53314.0;2;4;1.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;3.0;30.0;30.0
50388;brioche pasquier;1;x;111824;53322.0;6;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;4.0;70.0;70.0
50408;brioche pasquier;1;x;111824;53344.0;3;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;4.0;70.0;70.0
50427;brioche pasquier;1;x;111824;53363.0;4;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;4.0;70.0;70.0
50442;x;1;x;111824;53381.0;4;5;5.0;6;99;7741;0.0;0.0;0.0;0.0;1.0;3.0;60.0;60.0
50449;brioche pasquier;1;x;111824;53388.0;5;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;4.0;70.0;70.0
50474;brioche pasquier;1;x;111824;53413.0;1;1;2.0;6;99;7730;0.0;0.0;0.0;0.0;1.0;4.0;70.0;70.0
50701;marque repère épi d'or;1;x;111830;53649.0;4;1;4.0;6;99;7710;0.0;0.0;0.0;0.0;1.0;4.0;35.0;35.0
50858;le mutant;1;x;111838;53812.0;7;1;6.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
50923;le mutant;1;x;111838;53877.0;2;1;6.0;6;99;7740;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
