;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
38455;kellogg's coco pops;1;coco pops;111451;40670.0;7;1;2.0;2;2;32016;0.0;1.0;0.0;0.0;0.0;4.0;60.0;60.0
61455;nestlé fitness;1;fitness nature;112104;65453.0;4;3;2.0;2;1;32021;0.0;0.0;1.0;0.0;0.0;4.0;50.0;50.0
61464;nestlé fitness;1;fitness & fruits;112104;65462.0;1;1;2.0;2;3;32023;0.0;0.0;1.0;0.0;0.0;4.0;50.0;50.0
61487;nestlé fitness;1;fitness nature;112104;65485.0;5;3;2.0;2;1;32021;0.0;0.0;1.0;0.0;0.0;4.0;50.0;50.0
61514;nestlé fitness;1;fitness nature;112104;65512.0;7;1;2.0;2;1;32021;0.0;0.0;1.0;0.0;0.0;4.0;50.0;50.0
61531;nestlé fitness;1;fitness & fruits;112104;65529.0;3;3;2.0;2;3;32023;0.0;0.0;1.0;0.0;0.0;4.0;50.0;50.0
61573;kellogg's;1;x;112111;65571.0;3;1;1.0;2;1;32003;0.0;1.0;0.0;0.0;0.0;4.0;45.0;45.0
61597;kellogg's;1;x;112111;65595.0;7;1;2.0;2;1;32003;1.0;0.0;0.0;0.0;0.0;;45.0;45.0
61621;kellogg's spécial k;1;spécial k nature;112111;65619.0;1;1;1.0;2;1;32021;0.0;0.0;0.0;0.0;1.0;4.0;45.0;45.0
61646;kellogg's;1;x;112111;65644.0;2;1;1.0;2;1;32003;0.0;1.0;0.0;0.0;0.0;2.0;45.0;45.0
61677;kellogg's;1;x;112111;65675.0;5;1;2.0;2;1;32003;1.0;0.0;0.0;0.0;0.0;2.0;45.0;45.0
61707;kellogg's;1;x;112111;65706.0;4;1;1.0;2;1;32003;1.0;0.0;0.0;0.0;0.0;2.0;45.0;45.0
63197;casino;1;x;112144;67368.0;2;1;3.0;2;4;32004;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
64656;jordans;1;x;112177;69036.0;6;1;1.0;2;3;32113;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
65136;weetabix;1;weetabix original;112198;69526.0;5;1;1.0;2;1;32002;1.0;1.0;1.0;0.0;0.0;4.0;18.5;18.5
65184;weetabix;1;weetabix original;112198;69574.0;2;1;1.0;2;1;32002;1.0;1.0;1.0;0.0;0.0;4.0;18.5;18.5
65214;weetabix;1;weetabix original;112198;69604.0;6;1;1.0;2;1;32002;0.0;0.0;1.0;0.0;0.0;4.0;18.5;18.5
65242;weetabix;1;weetabix original;112198;69635.0;7;1;1.0;2;1;32002;0.0;0.0;1.0;0.0;0.0;4.0;18.5;18.5
65272;weetabix;1;weetabix original;112198;69665.0;1;1;1.0;2;1;32002;1.0;1.0;1.0;0.0;0.0;4.0;18.75;18.75
65314;weetabix;1;weetabix original;112198;69707.0;4;1;1.0;2;1;32002;1.0;1.0;1.0;0.0;0.0;4.0;18.5;18.5
65350;weetabix;1;weetabix original;112198;69743.0;3;1;1.0;2;1;32002;1.0;1.0;1.0;0.0;0.0;4.0;18.5;18.5
65887;kellogg's spécial k;1;spécial k nature;112206;70423.0;1;1;1.0;2;1;32021;1.0;0.0;1.0;0.0;0.0;4.0;45.0;45.0
67409;carrefour;1;x;112243;71998.0;1;1;3.0;2;2;32001;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
67480;carrefour;1;x;112243;72070.0;7;1;3.0;2;2;32001;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
67500;carrefour;1;x;112243;72090.0;3;1;3.0;2;2;32001;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
67515;carrefour;1;x;112243;72105.0;2;1;3.0;2;2;32001;0.0;0.0;0.0;0.0;1.0;4.0;25.0;25.0
67669;x;1;x;112244;72263.0;6;1;7.0;2;1;32000;0.0;0.0;0.0;0.0;1.0;4.0;30.0;30.0
69067;x;1;x;112270;73690.0;6;3;4.0;2;4;32004;0.0;0.0;0.0;0.0;1.0;4.0;45.0;45.0
69148;leader price;1;caramel coated wheat;112272;73771.0;1;1;2.0;2;1;32000;0.0;0.0;0.0;0.0;1.0;4.0;120.0;120.0
69161;leader price;1;caramel coated wheat;112272;73784.0;5;1;2.0;2;1;32000;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
69179;leader price;1;caramel coated wheat;112272;73802.0;3;1;2.0;2;1;32000;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
69191;leader price;1;caramel coated wheat;112272;73814.0;4;1;2.0;2;1;32000;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
69199;leader price;1;caramel coated wheat;112272;73822.0;7;1;2.0;2;1;32000;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
