;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
38459;x;3;x;111451;40674.0;7;3;4.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;120.0;90.0
38484;x;3;x;111451;40699.0;1;5;4.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;120.0;90.0
38535;x;3;x;111454;40750.0;6;1;1.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;150.0;105.0
38536;x;3;x;111454;40751.0;6;1;2.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
38561;x;3;x;111454;40776.0;6;5;4.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;60.0;45.0
38576;x;3;x;111454;40791.0;3;1;4.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;150.0;105.0
38582;x;3;x;111454;40797.0;3;3;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
38589;x;3;x;111454;40804.0;3;5;4.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;60.0;45.0
38606;x;3;x;111454;40821.0;7;4;4.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;150.0;105.0
38614;x;3;x;111454;40829.0;7;5;7.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;60.0;45.0
38627;x;3;x;111454;40842.0;1;1;4.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;150.0;105.0
38635;x;3;x;111454;40850.0;1;3;7.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;330.0;247.5
38647;x;3;x;111454;40862.0;1;5;4.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;570.0;427.5
38657;x;3;x;111454;40872.0;2;2;2.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;150.0;105.0
38678;x;3;x;111454;40893.0;5;1;1.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;220.0;154.0
38694;x;3;x;111454;40909.0;5;5;4.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;60.0;45.0
38711;x;3;x;111454;40928.0;4;3;6.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
38720;x;3;x;111454;40937.0;4;5;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
61543;x;3;x;112104;65541.0;3;5;8.0;26;99;13024;0.0;0.0;1.0;0.0;0.0;1.0;110.0;82.5
61569;x;3;x;112111;65567.0;6;5;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;165.0;148.5
61575;x;3;x;112111;65573.0;3;1;3.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;165.0;148.5
61599;x;3;x;112111;65597.0;7;1;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;165.0;148.5
61606;x;3;x;112111;65604.0;7;3;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;330.0;297.0
61618;x;3;x;112111;65616.0;7;5;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
61623;x;3;x;112111;65621.0;1;1;3.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;4.0;110.0;77.0
61642;x;3;x;112111;65640.0;1;5;4.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;110.0;99.0
61648;x;3;x;112111;65646.0;2;1;3.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;165.0;148.5
61675;x;3;x;112111;65673.0;2;6;1.0;26;99;13034;0.0;0.0;0.0;0.0;1.0;1.0;55.0;41.25
61678;x;3;x;112111;65676.0;5;1;3.0;26;99;13040;0.0;0.0;0.0;0.0;1.0;1.0;210.0;147.0
61703;x;3;x;112111;65701.0;5;5;9.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;60.0;45.0
61708;x;3;x;112111;65707.0;4;1;2.0;26;99;13005;0.0;0.0;0.0;0.0;1.0;1.0;110.0;77.0
61748;x;3;x;112113;65747.0;6;2;1.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
61768;x;3;x;112113;65767.0;3;2;1.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;55.0;49.5
61792;x;3;x;112113;65792.0;4;2;1.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;55.0;49.5
61814;x;3;x;112113;65815.0;5;2;1.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;55.0;49.5
61816;x;3;x;112113;65817.0;5;2;3.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;120.0;90.0
61860;x;3;x;112113;65862.0;7;2;1.0;26;99;13039;0.0;0.0;0.0;0.0;1.0;1.0;220.0;198.0
61862;x;3;x;112113;65864.0;7;2;3.0;26;99;13024;0.0;0.0;0.0;0.0;1.0;1.0;220.0;165.0
