;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
38500;yabon;1;x;111451;40715.0;2;5;3.0;41;2;39212;0.0;0.0;0.0;0.0;1.0;2.0;225.0;225.0
38546;x;2;x;111454;40761.0;6;3;8.0;41;2;39206;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
38661;x;2;x;111454;40876.0;2;3;4.0;41;1;39511;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
61504;nestlé;1;x;112104;65502.0;6;3;5.0;41;2;39212;0.0;0.0;0.0;0.0;1.0;1.0;140.0;140.0
61526;nestlé la laitière;1;x;112104;65524.0;7;5;4.0;41;2;39212;0.0;0.0;0.0;0.0;1.0;1.0;140.0;140.0
61632;alsa;1;x;112111;65630.0;1;3;7.0;41;1;39132;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
61762;x;1;x;112113;65761.0;6;5;6.0;41;2;39206;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
61781;yoplait;1;x;112113;65781.0;3;5;2.0;41;1;39200;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
61830;x;1;x;112113;65831.0;5;5;6.0;41;1;39200;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
61850;x;1;x;112113;65851.0;1;5;8.0;41;2;39206;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
61875;auchan;1;x;112113;65877.0;7;5;4.0;41;2;39206;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
62039;x;2;x;112117;66047.0;2;5;6.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;4.0;150.0;150.0
62055;x;2;x;112117;66063.0;6;3;8.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;4.0;150.0;150.0
62065;x;3;x;112117;66073.0;6;5;6.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;4.0;150.0;150.0
62194;x;2;x;112117;66205.0;3;3;10.0;41;2;39212;1.0;0.0;0.0;0.0;0.0;4.0;140.0;140.0
62206;x;2;x;112117;66222.0;3;5;6.0;41;2;39211;1.0;0.0;0.0;0.0;0.0;4.0;150.0;150.0
63044;intermarché pâturages;1;x;112140;67215.0;5;5;2.0;41;2;23536;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
63060;intermarché pâturages;1;x;112140;67231.0;6;5;4.0;41;2;23536;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
63094;danone;1;x;112140;67265.0;3;5;2.0;41;1;39224;0.0;1.0;0.0;0.0;0.0;1.0;125.0;125.0
63264;x;2;x;112145;67435.0;4;5;7.0;41;1;15016;0.0;0.0;0.0;0.0;1.0;1.0;12.0;12.0
63331;x;2;x;112145;67503.0;5;5;6.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;1.0;70.0;70.0
63359;x;2;x;112145;67531.0;6;4;1.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;1.0;70.0;70.0
63425;x;2;x;112145;67597.0;3;4;1.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
63435;x;2;x;112145;67607.0;3;6;1.0;41;2;39211;0.0;0.0;0.0;0.0;1.0;1.0;185.0;185.0
63994;x;2;x;112161;68192.0;6;3;3.0;41;2;39212;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
64020;intermarché pâturages;1;x;112161;68220.0;7;5;3.0;41;1;39230;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
64113;mamie nova;1;x;112164;68317.0;6;3;5.0;41;1;39200;0.0;0.0;0.0;0.0;1.0;1.0;150.0;150.0
64144;nestlé la laitière;1;x;112164;68348.0;3;3;6.0;41;2;39209;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
64182;nestlé la laitière;1;x;112164;68386.0;4;3;12.0;41;2;92056;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
64211;senoble;1;x;112164;68415.0;5;3;5.0;41;2;39215;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
64242;nestlé;1;x;112164;68446.0;1;3;3.0;41;1;39208;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
64316;x;3;x;112166;68681.0;7;3;3.0;41;2;39206;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
64333;x;3;x;112166;68700.0;4;3;3.0;41;2;23525;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
64420;nestlé la laitière;1;x;112166;68791.0;1;5;2.0;41;2;39206;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
64455;danone danette;1;x;112171;68827.0;1;5;5.0;41;1;39511;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
64468;danone danette;1;x;112171;68840.0;2;5;6.0;41;1;39511;0.0;0.0;0.0;0.0;1.0;1.0;125.0;125.0
64715;champion;1;x;112181;69095.0;4;5;2.0;41;2;23525;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
64940;mont blanc;1;x;112191;69330.0;6;5;4.0;41;2;39209;0.0;0.0;0.0;0.0;1.0;2.0;100.0;100.0
64979;lidl;1;x;112191;69369.0;3;5;7.0;41;2;39213;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
65043;les gâtines;1;x;112191;69433.0;1;5;4.0;41;2;39215;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
65077;lidl;1;x;112191;69467.0;2;5;5.0;41;2;39213;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
65131;lidl;1;x;112191;69521.0;4;5;7.0;41;2;39213;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
65173;carrefour agir;1;x;112198;69563.0;5;5;9.0;41;1;20911;1.0;0.0;0.0;0.0;0.0;2.0;200.0;200.0
65208;bridel;1;x;112198;69598.0;2;5;8.0;41;1;39224;1.0;0.0;0.0;0.0;0.0;1.0;100.0;100.0
65240;rians;1;x;112198;69633.0;6;6;1.0;41;2;92056;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
65241;rians;1;x;112198;69634.0;6;6;2.0;41;2;39700;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
65269;carrefour agir;1;x;112198;69662.0;7;5;5.0;41;1;20911;1.0;0.0;0.0;0.0;0.0;2.0;150.0;150.0
65300;bridel;1;x;112198;69693.0;1;5;5.0;41;1;39224;1.0;0.0;0.0;0.0;0.0;1.0;100.0;100.0
65364;rians;1;x;112198;69757.0;3;3;3.0;41;2;92056;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
65365;rians;1;x;112198;69758.0;3;3;4.0;41;2;39700;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
65483;x;1;x;112201;70011.0;6;3;5.0;41;2;25445;0.0;0.0;0.0;0.0;1.0;1.0;80.0;80.0
