;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
16089;x;2;x;110885;17351.0;7;3;2.0;39;1;25003;0.0;0.0;0.0;0.0;1.0;1.0;450.0;450.0
16100;x;2;x;110885;17362.0;7;5;2.0;39;1;25003;0.0;0.0;0.0;0.0;1.0;1.0;450.0;450.0
16165;carte dégustation;1;x;110885;17428.0;2;3;2.0;39;1;25002;0.0;0.0;0.0;0.0;1.0;;160.0;160.0
16188;x;2;x;110885;17453.0;3;3;2.0;39;1;25033;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
16200;x;2;x;110885;17465.0;3;5;2.0;39;1;25033;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
16217;x;2;x;110885;17482.0;6;3;2.0;39;1;25013;0.0;0.0;0.0;0.0;1.0;1.0;480.0;480.0
16227;x;2;x;110885;17492.0;6;5;2.0;39;1;25013;0.0;0.0;0.0;0.0;1.0;1.0;480.0;480.0
16437;x;1;x;110888;17711.0;2;3;3.0;39;4;25172;0.0;0.0;0.0;0.0;1.0;2.0;160.0;160.0
16474;x;2;x;110888;17750.0;6;5;5.0;39;2;25056;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
16524;x;2;x;110888;17802.0;4;3;1.0;39;1;25124;0.0;0.0;0.0;0.0;1.0;1.0;160.0;144.0
16534;champion;1;x;110888;17812.0;4;5;1.0;39;3;25420;0.0;0.0;0.0;0.0;1.0;1.0;360.0;360.0
16556;x;2;x;110888;17834.0;5;3;1.0;39;1;25124;0.0;0.0;0.0;0.0;1.0;1.0;160.0;144.0
16603;x;1;x;110888;17885.0;1;5;8.0;39;4;25172;0.0;0.0;0.0;0.0;1.0;2.0;160.0;160.0
16640;x;2;x;110888;17925.0;7;5;3.0;39;1;25013;0.0;0.0;0.0;0.0;1.0;1.0;580.0;580.0
16678;x;2;x;110889;17963.0;6;3;2.0;39;4;8601;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
16778;x;2;x;110889;18064.0;7;3;1.0;39;4;8601;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
16786;x;2;x;110889;18073.0;7;5;1.0;39;3;25410;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
16796;william saurin;1;x;110891;18083.0;5;3;1.0;39;1;25003;0.0;0.0;0.0;0.0;1.0;2.0;550.0;550.0
16826;aldi;1;x;110891;18113.0;6;5;1.0;39;1;25002;0.0;0.0;0.0;0.0;1.0;2.0;320.0;320.0
16848;père dodu;1;x;110891;18135.0;1;3;1.0;39;4;25089;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
16956;garbit;1;x;110893;18257.0;2;5;1.0;39;1;25127;0.0;0.0;0.0;0.0;1.0;2.0;650.0;585.0
16968;x;2;x;110903;18376.0;5;3;3.0;39;1;25127;0.0;0.0;0.0;0.0;1.0;1.0;230.0;207.0
17122;x;2;x;110906;18531.0;5;5;2.0;39;2;25056;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
17159;x;2;x;110906;18568.0;6;3;2.0;39;2;25122;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
17166;x;2;x;110906;18575.0;6;5;1.0;39;2;25122;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
17188;x;2;x;110906;18597.0;7;5;2.0;39;1;25033;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
17532;tipiak;1;x;110910;18942.0;5;3;1.0;39;4;26054;0.0;0.0;0.0;0.0;1.0;3.0;270.0;270.0
