;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
39698;capitaine cook;1;x;111479;42027.0;7;3;2.0;21;1;26037;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
39729;x;2;x;111479;42058.0;3;5;1.0;21;1;26013;0.0;0.0;0.0;0.0;1.0;1.0;90.0;72.0
39767;x;3;x;111496;42096.0;6;3;4.0;21;1;26037;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
39831;x;1;x;111496;42160.0;7;5;3.0;21;1;26037;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
39859;x;3;x;111496;42189.0;1;5;5.0;21;1;26038;0.0;0.0;0.0;0.0;1.0;4.0;200.0;190.0
39905;casino;1;x;111496;42237.0;5;3;1.0;21;1;27029;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
39917;x;2;x;111496;42249.0;5;5;4.0;21;1;26037;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
39975;x;1;x;111500;42312.0;5;3;3.0;21;3;8293;0.0;0.0;0.0;0.0;1.0;1.0;20.0;20.0
39991;leader price;1;x;111500;42332.0;2;5;1.0;21;3;26046;0.0;0.0;0.0;0.0;1.0;1.0;40.0;40.0
40014;x;1;x;111500;42357.0;7;5;1.0;21;3;26046;0.0;0.0;0.0;0.0;1.0;1.0;40.0;40.0
40055;x;1;x;111500;42401.0;3;3;1.0;21;3;26046;0.0;0.0;0.0;0.0;1.0;1.0;40.0;40.0
40491;x;2;x;111514;43039.0;4;3;2.0;21;1;26136;0.0;0.0;0.0;0.0;1.0;1.0;50.0;30.0
40551;x;1;x;111514;43107.0;6;3;2.0;21;1;26039;0.0;0.0;0.0;0.0;1.0;2.0;60.0;60.0
40572;x;3;x;111516;43135.0;7;3;2.0;21;3;8291;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
40639;x;2;x;111516;43202.0;2;3;2.0;21;1;91047;0.0;0.0;0.0;0.0;1.0;4.0;100.0;60.0
40691;x;2;x;111516;43254.0;6;5;1.0;21;1;26037;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
40703;x;3;x;111516;43266.0;5;3;1.0;21;1;26038;0.0;0.0;0.0;0.0;1.0;3.0;220.0;176.0
40748;x;2;x;111517;43311.0;7;3;1.0;21;1;26015;0.0;0.0;0.0;0.0;1.0;1.0;145.0;137.75
40854;x;3;x;111517;43417.0;1;3;1.0;21;1;26038;0.0;0.0;0.0;0.0;1.0;3.0;150.0;120.0
40943;x;2;x;111527;43512.0;3;3;3.0;21;1;26015;0.0;0.0;0.0;0.0;1.0;3.0;100.0;95.0
40959;x;3;x;111527;43530.0;6;3;2.0;21;2;27002;0.0;0.0;0.0;0.0;1.0;4.0;140.0;112.0
40978;marque repère;1;x;111527;43551.0;5;3;1.0;21;3;26030;0.0;0.0;0.0;0.0;1.0;3.0;60.0;60.0
41100;casino;2;x;111531;43674.0;5;5;2.0;21;1;91047;0.0;0.0;0.0;0.0;1.0;1.0;100.0;95.0
41326;carrefour;2;x;111538;43906.0;4;5;1.0;21;1;26015;0.0;0.0;0.0;0.0;1.0;1.0;100.0;95.0
41340;x;2;x;111539;43920.0;5;3;3.0;21;3;26030;0.0;0.0;0.0;0.0;1.0;3.0;120.0;120.0
41426;x;2;x;111539;44009.0;4;5;6.0;21;1;26037;0.0;0.0;0.0;0.0;1.0;3.0;50.0;50.0
41474;leader price;1;x;111540;44062.0;6;3;3.0;21;3;26030;0.0;0.0;0.0;0.0;1.0;3.0;120.0;120.0
41506;x;1;x;111540;44094.0;1;3;9.0;21;1;26039;0.0;0.0;0.0;0.0;1.0;2.0;60.0;60.0
41618;x;1;x;111541;44210.0;3;5;2.0;21;1;26034;0.0;0.0;0.0;0.0;1.0;2.0;50.0;47.5
41676;x;1;x;111541;44268.0;5;5;2.0;21;1;26039;0.0;0.0;0.0;0.0;1.0;2.0;90.0;90.0
41733;x;1;x;111541;44326.0;7;5;2.0;21;1;26039;0.0;0.0;0.0;0.0;1.0;2.0;90.0;90.0
135732;delpierre;1;x;114974;144090.0;2;5;2.0;21;1;26010;0.0;0.0;0.0;0.0;1.0;2.0;90.0;81.0
135762;delpierre;1;x;114974;144120.0;5;5;2.0;21;1;26010;0.0;0.0;0.0;0.0;1.0;2.0;90.0;81.0
135775;x;3;x;114974;144133.0;4;3;2.0;21;1;26022;0.0;0.0;0.0;0.0;1.0;1.0;200.0;190.0
147710;bien vu;1;x;115273;156324.0;5;5;3.0;21;1;26039;0.0;0.0;0.0;0.0;1.0;2.0;15.0;15.0
147750;x;2;x;115273;156364.0;2;3;1.0;21;1;26038;0.0;0.0;0.0;0.0;1.0;1.0;145.0;137.75
161208;findus;1;x;115566;170114.0;2;5;2.0;21;4;26140;0.0;0.0;0.0;0.0;1.0;3.0;150.0;142.5
187442;spar;1;x;116282;197040.0;2;3;2.0;21;3;26030;0.0;0.0;0.0;0.0;1.0;3.0;200.0;200.0
187461;x;2;x;116282;197065.0;5;3;1.0;21;4;26140;0.0;0.0;0.0;0.0;1.0;3.0;140.0;112.0
192763;petit navire;1;x;116425;202487.0;4;5;2.0;21;1;26096;0.0;0.0;0.0;0.0;1.0;2.0;60.0;60.0
192812;x;1;x;116425;202536.0;1;3;3.0;21;1;26041;0.0;0.0;0.0;0.0;1.0;3.0;30.0;24.0
192813;findus;1;x;116425;202537.0;1;3;4.0;21;3;26030;0.0;0.0;0.0;0.0;1.0;3.0;100.0;100.0
195647;x;3;x;116499;205456.0;7;3;3.0;21;3;8295;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
