;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
83536;x;8;x;112542;89112.0;2;3;10.0;16;99;16550;0.0;0.0;0.0;0.0;1.0;;3.0;3.0
84474;x;2;x;112558;90195.0;1;5;7.0;16;99;16550;0.0;0.0;0.0;0.0;1.0;4.0;3.0;3.0
88036;x;2;x;112659;94223.0;4;3;4.0;16;99;16550;0.0;0.0;0.0;0.0;1.0;2.0;10.0;10.0
88172;x;1;x;112667;94360.0;1;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
88178;x;1;x;112667;94366.0;1;5;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
88219;x;1;x;112667;94407.0;7;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
88235;x;1;x;112667;94423.0;3;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
88248;x;1;x;112667;94436.0;2;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127006;x;1;x;114660;134902.0;1;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127013;x;1;x;114660;134909.0;1;5;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127027;x;1;x;114660;134923.0;5;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127052;x;1;x;114660;134948.0;2;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127074;x;1;x;114660;134970.0;3;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127075;x;1;x;114660;134971.0;3;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127097;x;1;x;114660;134993.0;4;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127098;x;1;x;114660;134994.0;4;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127121;x;1;x;114660;135017.0;7;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
127144;x;1;x;114660;135040.0;6;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
228131;x;1;x;134083;238977.0;6;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
228192;x;1;x;134083;239038.0;4;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
228200;x;2;x;134083;239046.0;4;5;8.0;16;99;16550;0.0;0.0;0.0;0.0;1.0;4.0;6.0;6.0
228204;x;1;x;134083;239050.0;4;5;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
228225;x;1;x;134083;239071.0;5;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
228256;x;2;x;134083;239102.0;1;3;13.0;16;99;16550;0.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0
228257;x;1;x;134083;239103.0;1;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
228262;x;2;x;134083;239108.0;1;5;5.0;16;99;16550;0.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0
255740;x;1;x;170726;267398.0;3;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
257460;x;1;x;170781;269149.0;1;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
257478;x;1;x;170781;269167.0;5;3;;16;99;81051;0.0;0.0;0.0;0.0;1.0;1.0;10.0;10.0
