;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
96523;x;2;x;112885;102834.0;1;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;400.0;400.0
96545;x;2;x;112885;102856.0;5;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;400.0;400.0
96567;x;2;x;112885;102878.0;2;5;1.0;38;1;25906;1.0;0.0;0.0;0.0;0.0;1.0;400.0;400.0
96587;x;2;x;112885;102898.0;3;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;400.0;400.0
96611;x;2;x;112885;102922.0;4;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;400.0;400.0
96634;x;2;x;112885;102945.0;7;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;350.0;350.0
96658;x;2;x;112885;102969.0;6;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;400.0;400.0
96894;knorr;1;soupe moulinée de poireaux pomme de terre;112898;103210.0;7;5;1.0;38;1;25907;0.0;0.0;0.0;0.0;1.0;4.0;250.0;250.0
96916;casino;1;x;112898;103232.0;1;5;1.0;38;1;25903;0.0;0.0;0.0;0.0;1.0;2.0;250.0;250.0
96944;maggi;1;x;112898;103260.0;4;5;1.0;38;1;25904;0.0;0.0;0.0;0.0;1.0;4.0;200.0;200.0
97005;x;2;x;112900;103322.0;3;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;400.0;400.0
97027;x;2;x;112900;103344.0;4;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97047;x;2;x;112900;103366.0;5;5;1.0;38;1;25945;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97112;x;2;x;112902;103432.0;7;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;4.0;300.0;300.0
97143;x;2;x;112902;103463.0;4;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;4.0;300.0;300.0
97173;x;2;x;112902;103493.0;1;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97206;x;2;x;112902;103526.0;2;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97235;x;2;x;112902;103555.0;3;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;4.0;300.0;300.0
97263;x;2;x;112902;103583.0;6;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;4.0;300.0;300.0
97271;x;2;x;112902;103591.0;6;6;1.0;38;1;25910;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97297;x;2;x;112902;103618.0;5;5;1.0;38;1;25906;0.0;0.0;0.0;0.0;1.0;4.0;300.0;300.0
97331;x;2;x;112904;103652.0;6;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;350.0;350.0
97368;x;2;x;112904;103689.0;7;5;1.0;38;2;25948;0.0;0.0;0.0;0.0;1.0;1.0;500.0;500.0
97396;x;2;x;112904;103717.0;2;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;500.0;500.0
97473;x;2;x;112907;103795.0;4;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97502;x;2;x;112907;103824.0;1;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97532;x;2;x;112907;103854.0;5;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97557;x;2;x;112907;103880.0;6;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97587;x;2;x;112907;103910.0;7;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97603;x;2;x;112907;103926.0;3;3;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97617;x;2;x;112907;103943.0;3;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97651;x;2;x;112907;103977.0;2;5;1.0;38;1;25902;0.0;0.0;0.0;0.0;1.0;1.0;300.0;300.0
97678;knorr;1;x;112908;104004.0;5;5;1.0;38;1;25912;0.0;0.0;0.0;0.0;1.0;2.0;300.0;300.0
97698;éco +;1;x;112908;104024.0;2;5;1.0;38;1;25908;0.0;0.0;0.0;0.0;1.0;4.0;250.0;250.0
