;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
98167;herta;1;x;112935;104501.0;6;4;2.0;18;1;36306;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
98186;x;1;x;112935;104520.0;1;3;1.0;18;1;36306;0.0;0.0;0.0;0.0;1.0;4.0;80.0;80.0
98317;x;2;x;112936;104656.0;1;3;1.0;18;2;14003;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
98378;x;3;x;112936;104719.0;3;3;5.0;18;1;36202;0.0;0.0;0.0;0.0;1.0;2.0;175.0;175.0
98596;x;2;x;112943;104954.0;1;5;1.0;18;1;36018;0.0;0.0;0.0;0.0;1.0;1.0;165.0;165.0
98755;x;3;x;112944;105113.0;2;3;3.0;18;1;36004;0.0;0.0;0.0;0.0;1.0;4.0;288.0;201.6
98911;x;3;x;112946;105283.0;3;3;1.0;18;1;36005;0.0;0.0;0.0;0.0;1.0;4.0;200.0;180.0
98972;x;2;x;112948;105350.0;5;3;2.0;18;1;36005;0.0;0.0;0.0;0.0;1.0;;122.4;110.16
99044;itm;2;x;112958;105423.0;5;3;1.0;18;1;36302;0.0;0.0;0.0;0.0;1.0;1.0;153.0;137.7
99110;x;2;x;112958;105489.0;7;3;1.0;18;1;36306;0.0;0.0;0.0;0.0;1.0;1.0;130.0;130.0
99196;x;1;x;112960;105575.0;2;3;2.0;18;1;36005;0.0;0.0;0.0;0.0;1.0;4.0;230.4;207.36
99210;x;1;x;112960;105589.0;2;5;3.0;18;1;36005;0.0;0.0;0.0;0.0;1.0;4.0;230.4;207.36
99264;x;1;x;112960;105644.0;3;5;2.0;18;1;36005;0.0;0.0;0.0;0.0;1.0;4.0;140.0;126.0
99310;x;2;x;112960;105690.0;5;3;4.0;18;1;36306;0.0;0.0;0.0;0.0;1.0;4.0;105.0;105.0
99321;x;2;x;112960;105703.0;5;5;2.0;18;1;36306;0.0;0.0;0.0;0.0;1.0;4.0;80.0;80.0
99433;x;3;x;112969;105817.0;5;3;4.0;18;1;36102;0.0;0.0;0.0;0.0;1.0;4.0;150.0;75.0
99552;x;3;x;112972;105940.0;3;5;1.0;18;1;36205;0.0;0.0;0.0;0.0;1.0;1.0;55.0;49.5
99628;x;3;x;112972;106017.0;5;5;8.0;18;1;36202;0.0;0.0;0.0;0.0;1.0;1.0;95.0;95.0
100162;x;2;x;112994;106568.0;6;3;4.0;18;1;34000;0.0;0.0;0.0;0.0;1.0;1.0;180.0;135.0
100193;x;2;x;112994;106599.0;7;3;1.0;18;1;34000;0.0;0.0;0.0;0.0;1.0;1.0;80.0;60.0
100211;x;2;x;112994;106617.0;1;3;4.0;18;1;34000;0.0;0.0;0.0;0.0;1.0;1.0;130.0;97.5
100559;x;3;x;113005;106970.0;7;3;1.0;18;1;36004;0.0;0.0;0.0;0.0;1.0;1.0;80.0;56.0
100656;x;2;x;113005;107069.0;2;3;5.0;18;1;36004;0.0;0.0;0.0;0.0;1.0;4.0;160.0;112.0
100681;x;3;x;113005;107094.0;1;3;4.0;18;1;36004;0.0;0.0;0.0;0.0;1.0;1.0;175.0;122.5
100717;x;3;x;113007;107131.0;1;3;1.0;18;1;36005;0.0;0.0;0.0;0.0;1.0;1.0;320.0;288.0
100786;x;3;x;113007;107201.0;3;3;4.0;18;2;14000;0.0;0.0;0.0;0.0;1.0;1.0;100.0;60.0
