;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
120997;lactel matin léger;1;x;113567;128740.0;2;6;1.0;9;1;19046;1.0;0.0;0.0;0.0;0.0;4.0;250.0;250.0
121028;lactel matin léger;1;x;113567;128771.0;7;6;1.0;9;1;19046;1.0;0.0;0.0;0.0;0.0;4.0;250.0;250.0
121048;lactel matin léger;1;x;113567;128793.0;1;6;1.0;9;1;19046;1.0;0.0;0.0;0.0;0.0;4.0;250.0;250.0
121083;lactel matin léger;1;x;113567;128828.0;3;6;1.0;9;1;19046;1.0;0.0;0.0;0.0;0.0;4.0;250.0;250.0
121375;lactel;1;lait écrémé uht;113611;129125.0;1;1;1.0;9;1;19050;1.0;0.0;0.0;0.0;0.0;4.0;350.0;350.0
121391;lactel;1;lait écrémé uht;113611;129141.0;5;1;1.0;9;1;19050;1.0;0.0;0.0;0.0;0.0;4.0;350.0;350.0
121406;lactel;1;lait écrémé uht;113611;129157.0;2;1;1.0;9;1;19050;1.0;0.0;0.0;0.0;0.0;4.0;350.0;350.0
121427;régilait;1;x;113611;129178.0;3;1;1.0;9;3;19054;1.0;0.0;0.0;0.0;0.0;4.0;30.0;30.0
121445;régilait;1;x;113611;129196.0;4;1;1.0;9;3;19054;1.0;0.0;0.0;0.0;0.0;4.0;30.0;30.0
121471;régilait;1;x;113611;129222.0;6;1;1.0;9;3;19054;1.0;0.0;0.0;0.0;0.0;4.0;30.0;30.0
121487;milsani;1;x;113619;129238.0;1;1;4.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121500;milsani;1;x;113619;129251.0;1;4;3.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121514;milsani;1;x;113619;129266.0;5;1;3.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121537;milsani;1;x;113619;129289.0;2;1;4.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121543;milsani;1;x;113619;129295.0;2;4;1.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121557;milsani;1;x;113619;129309.0;3;1;3.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121574;milsani;1;x;113619;129326.0;3;4;3.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
121602;milsani;1;x;113619;129354.0;4;5;2.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;120.0;120.0
121609;milsani;1;x;113619;129361.0;7;1;3.0;9;1;19041;1.0;0.0;0.0;0.0;0.0;4.0;200.0;200.0
