;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
19434;x;1;x;110972;20954.0;4;3;6.0;43;1;11113;0.0;0.0;0.0;0.0;1.0;3.0;60.0;60.0
19461;x;1;x;110972;20984.0;3;5;;43;1;81061;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
19470;x;1;x;110974;20993.0;4;3;4.0;43;1;11054;0.0;0.0;0.0;0.0;1.0;4.0;15.0;15.0
19499;x;2;x;110974;21022.0;5;5;4.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;1.0;45.0;45.0
19508;panzani;1;x;110974;21031.0;6;3;5.0;43;5;20068;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
19524;x;3;x;110974;21047.0;7;5;4.0;43;1;11109;1.0;0.0;0.0;0.0;0.0;4.0;32.0;32.0
19571;x;8;x;110978;21094.0;5;5;6.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;32.0;32.0
19606;x;8;x;110978;21129.0;6;5;5.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;;32.0;32.0
19636;tournesol;2;x;110978;21159.0;1;3;6.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;1.0;32.0;32.0
19638;x;8;x;110978;21161.0;1;3;8.0;43;1;11107;0.0;0.0;0.0;0.0;1.0;;15.0;15.0
19756;x;1;x;110979;21284.0;6;3;7.0;43;4;13033;0.0;0.0;0.0;0.0;1.0;4.0;20.0;15.0
19779;x;8;x;110979;21309.0;7;3;3.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;48.0;48.0
19796;x;1;x;110979;21328.0;7;5;7.0;43;1;11159;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
19901;lesieur;3;x;110984;21436.0;4;5;4.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
19929;bénédicta;1;x;110984;21464.0;1;5;8.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;12.0;12.0
19948;lesieur;3;x;110984;21483.0;2;5;6.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
19963;amora;1;x;110984;21498.0;3;3;2.0;43;4;11008;0.0;0.0;0.0;0.0;1.0;4.0;30.0;30.0
19975;lesieur;3;x;110984;21510.0;3;5;7.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
19993;lesieur;2;x;110984;21528.0;6;3;7.0;43;1;11110;0.0;0.0;0.0;0.0;1.0;4.0;32.0;32.0
20008;amora;1;x;110984;21543.0;6;5;8.0;43;4;11013;0.0;0.0;0.0;0.0;1.0;2.0;7.0;7.0
20049;ducros;1;x;110985;21584.0;3;5;2.0;43;2;11080;0.0;0.0;0.0;0.0;1.0;4.0;1.6;1.6
20051;ducros;1;x;110985;21586.0;3;5;4.0;43;3;11042;0.0;0.0;0.0;0.0;1.0;4.0;4.0;4.0
20066;x;3;x;110985;21601.0;7;3;4.0;43;5;11000;0.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0
20068;x;3;x;110985;21603.0;7;3;6.0;43;2;11014;0.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0
20099;marque repère rustica;1;x;110985;21635.0;4;5;4.0;43;5;11018;0.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0
20102;x;1;x;110985;21638.0;4;5;;43;1;81061;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
