;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
78754;carte d'or;1;x;112452;84234.0;5;3;7.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;70.0;70.0
78818;adélie;1;x;112452;84298.0;2;5;7.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;70.0;70.0
79067;carte d'or;1;x;112453;84551.0;4;5;7.0;28;3;31025;0.0;0.0;0.0;0.0;1.0;3.0;22.5;22.5
79073;x;1;x;112453;84557.0;4;5;13.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
79753;x;1;x;112462;85260.0;3;5;12.0;28;1;39500;0.0;0.0;1.0;0.0;0.0;3.0;90.0;90.0
80305;x;3;x;112480;85816.0;1;5;5.0;28;2;23472;0.0;0.0;0.0;0.0;1.0;4.0;250.0;250.0
80360;carte d'or;1;x;112484;85873.0;7;3;12.0;28;3;31025;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
81187;x;1;x;112496;86709.0;5;5;11.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;70.0;70.0
81552;x;1;x;112507;87086.0;7;3;4.0;28;2;39401;0.0;0.0;0.0;0.0;1.0;4.0;175.0;175.0
81619;carte d'or;1;x;112509;87159.0;4;3;1.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
81660;x;1;x;112509;87201.0;5;5;8.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
81714;x;1;x;112509;87257.0;3;5;11.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
81916;mac donald's;3;x;112512;87459.0;1;5;5.0;28;1;39600;0.0;0.0;0.0;0.0;1.0;4.0;300.0;300.0
83398;x;1;x;112535;88971.0;6;3;9.0;28;1;39600;0.0;0.0;0.0;0.0;1.0;3.0;45.0;45.0
127856;nestlé la laitière;1;x;114706;135756.0;1;5;5.0;28;1;39500;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
130355;quick;3;x;114772;138493.0;4;3;4.0;28;1;39600;0.0;0.0;0.0;0.0;1.0;3.0;160.0;160.0
130370;éco +;1;x;114772;138508.0;7;4;1.0;28;1;39508;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
130425;adélie;1;x;114773;138567.0;5;3;5.0;28;1;39507;0.0;0.0;0.0;0.0;1.0;3.0;80.0;80.0
