;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
267;x;3;x;110007;272.0;6;5;11.0;8;2;23900;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
301;x;2;x;110020;306.0;7;3;10.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
374;x;2;x;110020;381.0;2;5;18.0;8;1;23081;0.0;1.0;0.0;0.0;0.0;4.0;200.0;200.0
462;x;2;x;110021;473.0;1;3;10.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
470;x;2;x;110021;481.0;1;4;1.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
688;x;2;x;110025;699.0;5;1;3.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;40.0;40.0
700;x;2;x;110025;711.0;5;4;3.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;40.0;40.0
724;x;2;x;110025;735.0;2;4;1.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;1.0;75.0;75.0
735;x;2;x;110025;746.0;6;1;4.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;40.0;40.0
751;x;8;x;110025;762.0;6;4;6.0;8;2;23300;0.0;0.0;0.0;0.0;1.0;;40.0;40.0
774;x;8;x;110025;785.0;7;3;5.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
776;x;2;x;110025;787.0;7;4;2.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;1.0;150.0;150.0
790;x;3;x;110025;801.0;1;2;3.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;80.0;80.0
797;x;3;x;110025;808.0;1;3;7.0;8;2;23477;0.0;0.0;0.0;0.0;1.0;1.0;43.0;43.0
837;la romainville;3;x;110025;850.0;4;6;3.0;8;1;90031;0.0;0.0;0.0;0.0;1.0;1.0;155.0;155.0
1030;x;3;x;110046;1045.0;2;4;2.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;1.0;185.0;185.0
1428;monoprix;1;x;110067;1453.0;1;1;4.0;8;1;23950;0.0;0.0;0.0;0.0;1.0;4.0;75.0;75.0
1985;x;2;x;110110;2035.0;2;4;1.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
1986;x;2;x;110110;2036.0;2;4;2.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
2107;x;3;x;110113;2162.0;3;5;6.0;8;1;90031;0.0;0.0;0.0;0.0;1.0;1.0;70.0;70.0
2118;x;2;x;110113;2174.0;2;3;5.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
2172;x;2;x;110125;2235.0;4;5;2.0;8;1;23121;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
2176;x;2;x;110125;2239.0;5;3;1.0;8;3;23801;0.0;0.0;0.0;0.0;1.0;1.0;75.0;75.0
2182;x;2;x;110125;2245.0;5;3;7.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
2267;x;2;x;110137;2556.0;7;3;3.0;8;1;23000;0.0;0.0;0.0;0.0;1.0;1.0;55.0;55.0
2323;x;2;x;110137;2612.0;5;5;2.0;8;1;23000;0.0;0.0;0.0;0.0;1.0;1.0;55.0;55.0
2332;x;2;x;110137;2621.0;4;3;3.0;8;1;23000;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
2345;picard;1;x;110147;2634.0;3;4;2.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;3.0;110.0;110.0
2353;picard;1;x;110147;2642.0;7;5;1.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;3.0;100.0;100.0
2356;leader price;1;x;110147;2645.0;4;1;1.0;8;1;23950;0.0;0.0;0.0;0.0;1.0;4.0;40.0;40.0
2362;leader price;1;x;110147;2651.0;4;3;1.0;8;1;23950;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
2370;picard;1;x;110147;2659.0;4;4;2.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;3.0;100.0;100.0
2375;leader price;1;x;110147;2664.0;5;1;1.0;8;1;23950;0.0;0.0;0.0;0.0;1.0;4.0;40.0;40.0
2389;leader price;1;x;110147;2678.0;6;1;1.0;8;1;23950;0.0;0.0;0.0;0.0;1.0;4.0;40.0;40.0
2390;picard;1;x;110147;2679.0;6;1;2.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;3.0;70.0;70.0
2399;leader price;1;x;110147;2688.0;6;5;2.0;8;1;23950;;;;;;4.0;40.0;40.0
2401;picard;1;x;110147;2690.0;6;5;4.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;3.0;70.0;70.0
2432;x;1;x;110152;2721.0;4;5;2.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
2649;x;3;x;110167;2946.0;7;5;3.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;80.0;80.0
2739;x;3;x;110167;3039.0;4;3;8.0;8;2;23499;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
2750;x;3;x;110167;3053.0;4;5;8.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;80.0;80.0
2840;x;3;x;110174;3143.0;5;5;5.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;80.0;80.0
3022;x;3;x;110194;3328.0;3;1;2.0;8;2;23467;0.0;0.0;0.0;0.0;1.0;4.0;35.0;35.0
3031;x;3;x;110194;3337.0;3;3;6.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;4.0;120.0;120.0
3065;x;3;x;110194;3372.0;4;1;3.0;8;2;23467;0.0;0.0;0.0;0.0;1.0;4.0;20.0;20.0
3071;x;2;x;110194;3378.0;4;3;3.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
3089;x;2;x;110194;3396.0;5;3;4.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
3102;x;2;x;110194;3409.0;6;3;2.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
3129;x;3;x;110194;3436.0;2;5;5.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;4.0;120.0;120.0
3508;x;1;x;110208;3831.0;6;5;2.0;8;1;90031;0.0;0.0;0.0;0.0;1.0;1.0;120.0;120.0
3553;x;1;x;110234;3878.0;7;3;3.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
3577;x;1;x;110234;3902.0;4;5;3.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
3589;x;1;x;110234;3914.0;5;3;3.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
3688;x;3;x;110237;4013.0;3;3;5.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
3708;x;1;x;110237;4036.0;7;1;5.0;8;1;23121;0.0;0.0;0.0;0.0;1.0;4.0;160.0;160.0
3736;x;3;x;110237;4066.0;4;1;4.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
3746;x;3;x;110237;4076.0;4;3;7.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
3797;x;1;x;110237;4135.0;6;1;5.0;8;1;23121;0.0;0.0;0.0;0.0;1.0;4.0;160.0;160.0
3804;x;3;x;110237;4142.0;6;3;5.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
3875;x;3;x;110237;4220.0;1;5;10.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
3896;x;2;x;110238;4245.0;4;3;7.0;8;1;23531;0.0;0.0;0.0;0.0;1.0;3.0;120.0;120.0
4073;pierre hermé;3;x;110243;4432.0;5;3;4.0;8;2;23024;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
4100;x;1;x;110243;4462.0;2;3;8.0;8;1;23200;0.0;0.0;0.0;0.0;1.0;4.0;25.0;25.0
4145;x;2;x;110243;4509.0;7;1;4.0;8;1;23081;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
4167;x;3;x;110243;4531.0;7;5;5.0;8;1;23007;0.0;0.0;0.0;0.0;1.0;1.0;55.0;55.0
4191;monoprix gourmet;1;x;110243;4555.0;1;3;11.0;8;3;23805;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
4208;x;2;x;110243;4572.0;1;5;13.0;8;1;23081;0.0;0.0;0.0;0.0;1.0;1.0;25.0;25.0
4217;x;2;x;110243;4581.0;4;1;2.0;8;1;23081;0.0;0.0;0.0;0.0;1.0;1.0;25.0;25.0
4228;pierre hermé;3;x;110243;4592.0;4;3;9.0;8;2;23024;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
4230;pierre hermé;3;x;110243;4594.0;4;4;1.0;8;2;23024;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
4256;x;1;x;110243;4620.0;3;4;2.0;8;1;23939;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
4269;x;3;x;110244;4633.0;6;1;3.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
4428;x;3;x;110244;4792.0;5;5;9.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;1.0;160.0;160.0
4496;x;2;x;110264;4864.0;7;3;5.0;8;2;23499;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
4504;x;8;x;110264;4873.0;7;5;6.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;;110.0;110.0
4596;x;2;x;110264;4976.0;1;4;1.0;8;1;23000;0.0;1.0;0.0;0.0;0.0;1.0;160.0;160.0
4624;x;3;x;110291;5005.0;7;5;3.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;145.0;145.0
4981;x;3;x;110300;5367.0;2;5;4.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;4.0;110.0;110.0
5675;x;2;x;110341;6190.0;3;5;4.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
5951;kinder délice;1;x;110352;6475.0;6;4;3.0;8;1;23940;0.0;0.0;0.0;0.0;1.0;4.0;42.0;42.0
6224;x;8;x;110371;6760.0;7;5;4.0;8;3;23805;0.0;0.0;0.0;0.0;1.0;;75.0;75.0
6230;x;8;x;110371;6766.0;7;5;10.0;8;1;23007;0.0;0.0;0.0;0.0;1.0;;120.0;120.0
6321;picard;1;x;110372;6865.0;2;3;1.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;3.0;90.0;90.0
6331;x;3;x;110372;6875.0;2;5;3.0;8;1;23032;0.0;0.0;0.0;0.0;1.0;4.0;60.0;60.0
6398;daniel dessaint;1;x;110373;6942.0;3;5;6.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;4.0;150.0;150.0
6418;x;1;x;110373;6962.0;7;3;7.0;8;2;23499;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
6520;daniel dessaint;1;x;110373;7072.0;5;4;2.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;4.0;150.0;150.0
6685;x;1;x;110385;7242.0;2;5;7.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;2.0;80.0;80.0
6833;bijou;1;x;110391;7400.0;4;4;1.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
6882;bijou;1;x;110391;7449.0;5;4;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
6890;bijou;1;x;110391;7457.0;6;1;5.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
6898;bijou;1;x;110391;7465.0;6;4;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
6922;bijou;1;x;110391;7489.0;7;4;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
7082;x;3;x;110392;7651.0;3;3;3.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
7158;x;3;x;110407;7732.0;5;3;3.0;8;2;24666;0.0;0.0;0.0;0.0;1.0;1.0;155.0;155.0
7341;x;3;x;110410;7916.0;7;3;4.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;80.0;80.0
7343;x;3;x;110410;7919.0;7;4;1.0;8;1;23000;0.0;0.0;0.0;0.0;1.0;1.0;110.0;110.0
7780;x;2;x;110469;8368.0;3;4;1.0;8;1;23081;0.0;0.0;0.0;0.0;1.0;1.0;50.0;50.0
7833;x;2;x;110469;8421.0;4;1;4.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;25.0;25.0
7860;x;2;x;110469;8448.0;5;1;4.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;25.0;25.0
7999;x;3;x;110472;8587.0;5;3;4.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;1.0;155.0;155.0
8226;x;2;x;110483;8821.0;6;5;9.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;1.0;200.0;200.0
8317;herta;1;x;110483;8922.0;5;5;1.0;8;1;92034;0.0;0.0;0.0;0.0;1.0;4.0;25.0;25.0
8377;x;3;x;110483;8985.0;7;5;10.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;60.0;60.0
8458;x;8;x;110486;9066.0;3;4;3.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;;50.0;50.0
8602;fortwenger;1;x;110493;9210.0;5;1;3.0;8;1;23200;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
8616;fortwenger;1;x;110493;9224.0;2;1;4.0;8;1;23200;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
8630;fortwenger;1;x;110493;9239.0;3;1;3.0;8;1;23200;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
8639;fortwenger;1;x;110493;9250.0;4;1;2.0;8;1;23200;0.0;0.0;0.0;0.0;1.0;4.0;75.0;75.0
8670;x;1;x;110493;9286.0;6;5;1.0;8;3;23800;0.0;0.0;0.0;0.0;1.0;4.0;225.0;225.0
8684;x;1;x;110498;9461.0;6;3;6.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;4.0;420.0;420.0
8782;biscuiterie mistral;1;x;110498;9567.0;4;1;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
8785;x;3;x;110498;9570.0;4;3;3.0;8;1;23585;0.0;0.0;0.0;0.0;1.0;1.0;90.0;90.0
9089;x;2;x;110512;9890.0;4;4;1.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
9184;x;1;x;110518;9993.0;4;4;1.0;8;3;23815;0.0;0.0;0.0;0.0;1.0;4.0;75.0;75.0
9207;x;3;x;110518;10019.0;5;5;3.0;8;2;23024;0.0;0.0;0.0;0.0;1.0;4.0;12.5;12.5
9485;biscuiterie jeannette;1;x;110525;10339.0;1;4;1.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9499;biscuiterie jeannette;1;x;110525;10353.0;2;1;4.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;100.0;100.0
9500;x;1;x;110525;10354.0;2;2;1.0;8;1;23939;0.0;0.0;0.0;0.0;1.0;4.0;10.0;10.0
9532;x;2;x;110525;10386.0;3;3;5.0;8;1;23684;0.0;0.0;0.0;0.0;1.0;4.0;110.0;110.0
9619;x;3;x;110531;10476.0;6;5;10.0;8;2;23455;0.0;0.0;0.0;0.0;1.0;1.0;340.0;340.0
9623;x;8;x;110531;10480.0;6;5;14.0;8;2;23300;;;;;;;120.0;120.0
9624;x;8;x;110531;10481.0;6;5;15.0;8;2;23300;;;;;;;80.0;80.0
9625;x;8;x;110531;10482.0;6;5;16.0;8;2;23300;;;;;;;150.0;150.0
9626;x;8;x;110531;10483.0;6;5;17.0;8;2;23300;;;;;;;60.0;60.0
9727;le guillou;1;x;110534;10587.0;5;2;1.0;8;1;23939;0.0;0.0;0.0;0.0;1.0;4.0;40.0;40.0
9767;x;3;x;110537;10627.0;4;3;4.0;8;2;23490;0.0;0.0;0.0;0.0;1.0;1.0;180.0;180.0
9871;leader price;1;x;110539;10741.0;3;1;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9893;leader price;1;x;110539;10763.0;7;1;3.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9910;leader price;1;x;110539;10780.0;4;1;3.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9922;leader price;1;x;110539;10792.0;5;1;3.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9937;leader price;1;x;110539;10808.0;6;1;3.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9950;leader price;1;x;110539;10821.0;2;1;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
9967;leader price;1;x;110539;10838.0;1;1;2.0;8;1;24630;0.0;0.0;0.0;0.0;1.0;4.0;50.0;50.0
10057;x;2;x;110548;10932.0;2;5;5.0;8;2;23499;0.0;0.0;0.0;0.0;1.0;1.0;250.0;250.0
