;libmarq;typal3;nom_commercial;nomen;numlig;nojour;tyrep;noligne;codgr;sougr;codal;algra;alsuc;enric;diete;rien;typal2;qte_brute;qte_nette
342;x;1;x;110020;349.0;1;5;7.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;1.0;50.0;20.0
705;x;2;x;110025;716.0;5;5;3.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;3.0;30.0;30.0
791;x;2;x;110025;802.0;1;3;1.0;22;1;10013;0.0;0.0;0.0;0.0;1.0;1.0;150.0;30.0
1715;x;2;x;110081;1761.0;1;3;1.0;22;1;10020;0.0;0.0;0.0;0.0;1.0;1.0;300.0;60.0
2025;x;2;x;110113;2075.0;4;3;3.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;3.0;150.0;150.0
2102;x;3;x;110113;2157.0;3;5;1.0;22;1;10035;0.0;0.0;0.0;0.0;1.0;1.0;270.0;54.0
2719;x;1;x;110167;3019.0;5;3;2.0;22;2;10005;0.0;0.0;0.0;0.0;1.0;2.0;90.0;90.0
2805;leader price;1;x;110174;3108.0;3;5;2.0;22;1;10013;0.0;0.0;0.0;0.0;1.0;3.0;50.0;10.0
2806;leader price;2;x;110174;3109.0;3;5;3.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;3.0;50.0;20.0
2807;leader price;1;x;110174;3110.0;3;5;4.0;22;1;10002;0.0;0.0;0.0;0.0;1.0;3.0;50.0;50.0
2885;x;3;x;110185;3188.0;7;5;1.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;1.0;75.0;30.0
2887;x;2;x;110185;3190.0;7;5;3.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;120.0;120.0
2909;x;2;x;110185;3212.0;4;5;1.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;4.0;100.0;40.0
2930;x;3;x;110185;3233.0;1;5;2.0;22;2;10025;0.0;0.0;0.0;0.0;1.0;1.0;60.0;18.0
2995;picard;2;x;110185;3301.0;6;5;2.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;3.0;125.0;50.0
3125;x;3;x;110194;3432.0;2;5;1.0;22;1;10035;0.0;0.0;0.0;0.0;1.0;1.0;630.0;126.0
3145;x;3;x;110194;3452.0;1;5;1.0;22;1;10035;0.0;0.0;0.0;0.0;1.0;1.0;585.0;117.0
3866;x;3;x;110237;4211.0;1;5;1.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;100.0;100.0
4077;x;3;x;110243;4436.0;5;5;2.0;22;3;172;0.0;0.0;0.0;0.0;1.0;1.0;20.0;6.0
4120;x;3;x;110243;4482.0;6;3;1.0;22;1;10020;0.0;0.0;0.0;0.0;1.0;1.0;230.0;46.0
4121;x;3;x;110243;4483.0;6;3;2.0;22;2;10009;0.0;0.0;0.0;0.0;1.0;1.0;360.0;129.6
4212;x;1;x;110243;4576.0;1;5;17.0;22;2;10005;0.0;0.0;0.0;0.0;1.0;1.0;30.0;30.0
4235;x;2;x;110243;4599.0;4;5;4.0;22;2;10022;0.0;0.0;0.0;0.0;1.0;1.0;325.0;117.0
4421;x;3;x;110244;4785.0;5;5;2.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;3.0;100.0;40.0
4718;x;3;x;110291;5099.0;6;3;1.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;120.0;120.0
5404;x;3;x;110312;5793.0;3;5;3.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;90.0;90.0
5581;x;3;x;110330;6096.0;2;5;4.0;22;1;10013;0.0;0.0;0.0;0.0;1.0;1.0;350.0;70.0
6005;x;2;x;110361;6531.0;5;3;2.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;1.0;15.0;6.0
6006;x;2;x;110361;6532.0;5;3;3.0;22;2;10025;0.0;0.0;0.0;0.0;1.0;1.0;20.0;6.0
6681;x;3;x;110385;7238.0;2;5;3.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;3.0;30.0;30.0
6722;x;3;x;110390;7282.0;2;3;1.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;3.0;150.0;60.0
7087;x;3;x;110392;7657.0;3;5;2.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;150.0;150.0
7134;x;2;x;110392;7708.0;5;5;2.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;90.0;90.0
8365;x;3;x;110483;8970.0;7;3;4.0;22;2;10007;0.0;0.0;0.0;0.0;1.0;1.0;100.0;40.0
8386;x;2;x;110486;8994.0;2;3;1.0;22;1;10004;0.0;0.0;0.0;0.0;1.0;1.0;90.0;90.0
